,artist_name,track_name,track_id,popularity
982,Kodak Black,"If I'm Lyin', I'm Flyin'",7HdNB8nvJOBwHa8hIkzvxp,61
983,XXXTENTACION,$$$ - with Matt Ox,65u1dHQyQyE4y4aN2eDmMF,63
984,Pouya,Aftershock,0diqiEUdyPcBJ1jQuP9cBn,61
985,Bazzi,Myself,5YLHLxoZsodDWjqSgjhBf3,67
986,La Fiera de Ojinaga,La Boca Les Callamos,6bXfM7zpnRP5qkyYWzHjWO,63
987,Ozuna,La Modelo,2SbzdGpOKlH3HIAGTWTbwU,66
988,Polyphia,G.O.A.T.,0YPuRrM2NwzdtuShUKkts6,63
989,Five Finger Death Punch,Sham Pain,1YLxrvfvFivQj7eh3Y5yxA,59
990,Ariana Grande,R.E.M,1xWH8zYtDeS9mW1JJG23VZ,65
991,demxntia,tonight,0OrwGH9aeguhopTVubv0VZ,71
992,Banda Los Sebastianes De Saúl Plata,A Través Del Vaso,1uqjLVaSyTkdDvfGAmXrHo,64
993,A$AP Rocky,"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)",3oHkMCVJyOcjg5FhfLc2Rq,64
994,Baby Keem,Gang Activities,4Vir8uv89eNY6hovcNq4w6,61
995,Future,7 Am Freestyle,1hHe7cirScEJWgAS0JFqTL,61
996,Current Joys,A Different Age,5iMXCDWA4FxPNcOnq0HrpJ,64
997,Trippie Redd,BANG!,1pF74yw15wXk12A1NPVWHD,60
998,Lil Skies,Creeping (feat. Rich the Kid),7ms3VzLTfr7fXNOqA4Mkx9,63
999,Mt. Joy,Sheep,2fEcMBdl3BUmPclvQKSBfV,61
